source_row_number,sample_id,alternative_id,source_publication_label,source_dataset_label,country,site_or_location,latitude,longitude,date_median_year_ce,lineage_focus,s1_visible_comparator,s1_marker_role,coordinate_status,coordinate_source,within_s1_map_bounds,within_s1_temporal_window,publication_label_review_ready,dataset_label_review_ready,elevation_cross_reference_status,visible_assignment_audit,point_audit_status,failed_checks,claim_boundary
117,PV-125.SG,PV-125,"Maroti et al., Current Biology 2022",AADR v66 1240K public annotation,Hungary,"Pitvaros-Víztározó (Békés County, Mezőkovácsháza)",46.30439,20.85797,533.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
118,SEI-1.SG,SEI-1,"Maroti et al., Current Biology 2022",AADR v66 1240K public annotation,Hungary,"Sándorfalva-Eperjes-Unknown-Site-3 (Csongrád-Csanád County, Kistelek)",46.48594,20.13222,425.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
119,SEI-5.SG,SEI-5,"Maroti et al., Current Biology 2022",AADR v66 1240K public annotation,Hungary,"Sándorfalva-Eperjes-Unknown-Site-3 (Csongrád-Csanád County, Kistelek)",46.48594,20.13222,425.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
120,SEI-6.SG,SEI-6,"Maroti et al., Current Biology 2022",AADR v66 1240K public annotation,Hungary,"Sándorfalva-Eperjes-Unknown-Site-3 (Csongrád-Csanád County, Kistelek)",46.48594,20.13222,425.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
121,GCP003.SG,GCP003,"Saupe et al., Current Biology 2021",AADR v66 1240K public annotation,Italy,"Grotta Regina Magherita (Lazio, Frosinone, Collepardo)",41.758506,13.365222,-1539.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
122,MOK10B.SG,MOK10B,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
123,MOK12.SG,MOK12,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
124,MOK13.SG,MOK13,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
125,MOK14.SG,MOK14,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
126,MOK15.SG,MOK15,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
127,MOK16A.SG,MOK16A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
128,MOK17A.SG,MOK17A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
129,MOK18A.SG,MOK18A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
130,MOK19A.SG,MOK19A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
131,MOK20.SG,MOK20,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
132,MOK21A.SG,MOK21A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
133,MOK22.SG,MOK22,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
134,MOK23.SG,MOK23,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
135,MOK24A.SG,MOK24A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
136,MOK25A.SG,MOK25A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
137,MOK26A.SG,MOK26A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
138,MOK27.SG,MOK27,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
139,MOK28A.SG,MOK28A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
140,MOK29A.SG,MOK29A,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
141,MOK30.SG,MOK30,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
142,MOK31.SG,MOK31,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
143,MOK32.SG,MOK32,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
144,MOK33.SG,MOK33,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
145,MOK9B.SG,MOK9B,"Zegarac et al., Scientific Reports 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
146,RISE349.SG,RISE349,"Allentoft et al., Nature 2015",AADR v66 1240K public annotation,Hungary,"Battonya-Vörös-Oktober (Békés County, Mezőkovácsháza)",46.356,20.985,-1907.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
147,RISE371.SG,RISE371,"Allentoft et al., Nature 2015",AADR v66 1240K public annotation,Hungary,"Szőreg-C (Sziv-Utca) (Csongrád-Csanád County, Szeged)",46.22,20.199,-2038.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
148,RISE373.SG,RISE373,"Allentoft et al., Nature 2015",AADR v66 1240K public annotation,Hungary,"Szőreg-C (Sziv-Utca) (Csongrád-Csanád County, Szeged)",46.22,20.199,-1790.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
149,RISE595.SG,RISE595,"Allentoft et al., Nature 2015",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1275.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
150,RISE596.SG,RISE596,"Allentoft et al., Nature 2015",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
151,I10377.AG,I10377,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,North Macedonia,"Buchinci-Skopje (Skopje, Ilinden)",42.03,21.64,-600.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
152,I10378.AG,I10378,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,North Macedonia,"Buchinci-Skopje (Skopje, Ilinden)",42.03,21.64,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
153,I10379.AG,I10379,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,North Macedonia,"Buchinci-Skopje (Skopje, Ilinden)",42.03,21.64,-654.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
154,I10380.AG,I10380,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,North Macedonia,"Govrlevo-Skopje (Skopje, Sopište)",41.93,21.34,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
155,I10381.AG,I10381,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,North Macedonia,"Govrlevo-Skopje (Skopje, Sopište)",41.93,21.34,-627.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
156,I10382.AG,I10382,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,North Macedonia,"Govrlevo-Skopje (Skopje, Sopište)",41.93,21.34,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
157,I13166.AG,I13166,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1225.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
158,I13167.AG,I13167,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1134.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
159,I13168.AG,I13168,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1343.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
160,I13169.AG,I13169,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1339.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
161,I13171.AG,I13171,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1225.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
162,I13172.AG,I13172,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1256.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
163,I13775.AG,I13775,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1350.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
164,I13776.AG,I13776,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1350.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
165,I13777.AG,I13777,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1350.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
166,I13778.AG,I13778,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1299.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
167,I14497.AG,I14497,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
168,I14498.AG,I14498,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1150.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
169,I14499.AG,I14499,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1350.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
170,I14500.AG,I14500,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Montenegro,Velika Gruda (Kotor Municipality),42.3822,18.7403,-1150.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
