figure_panel,plotted_layer,sample_id,alternative_id,source_dataset_label,source_publication_label,country,site_or_location,published_group_label,latitude,longitude,date_text,date_median_year_ce,temporal_window,genetic_sex,autosomal_snp_count,mt_haplogroup,y_haplogroup_terminal,y_haplogroup_path,y_haplogroup_isogg,y_lineage_category,lineage_focus,s1_visible_comparator,s1_visibility_assignment_basis,s1_marker_role,coordinate_status,coordinate_source,claim_boundary
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,R6750.SG,R6750,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",Serbia_ImperialRoman_Elite_Roman,44.733533,21.233453,"80-215 calCE (1895±20 BP, UCIAMS-237804)",147.5,2500 BCE-550 CE,M,748119,..,I-Y39342,I-Y39342,I2a1b1a2a1a1,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,R6756.SG,R6756,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",Serbia_ImperialRoman_Elite_Roman,44.733533,21.233453,"129-230 calCE (1860±15 BP, UCIAMS-237808)",179.5,2500 BCE-550 CE,M,620152,..,E-S7461,E-S7461,E1b1b1a1b1a16~,E other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,R6759.SG,R6759,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Serbia,"Viminacium-Kod-Koraba (Braničevo District, Požarevac Municipality, Kostolac)",Serbia_ImperialRoman_Roman,44.7167,21.1667,"88-212 calCE (1890±15 BP, UCIAMS-237805)",150.0,2500 BCE-550 CE,M,721392,..,R-YP578,R-YP578,R1a1a1b1a2b3a1c2~,R1a other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,R6764.SG,R6764,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Serbia,"Jagodin Mala-Naissus (Nišava District, Niš Municipality, Niš)",Serbia_LateAntiquity_ImperialRoman_Roman,43.326684,21.896187,"255-405 calCE (1720±15 BP, UCIAMS-237798)",330.0,2500 BCE-550 CE,M,730060,..,E-BY15402,E-BY15402,E1b1b1a1b1,E other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,R6769.SG,R6769,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Serbia,"Jagodin Mala-Naissus (Nišava District, Niš Municipality, Niš)",Serbia_ImperialRoman_Roman-oLevant,43.326684,21.896187,"26-126 calCE (1940±15 BP, UCIAMS-237797)",76.0,2500 BCE-550 CE,F,646491,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,R9669.SG,R9669,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",Serbia_ImperialRoman_Elite_Roman,44.733533,21.233453,"129-310 calCE (1830±20 BP, UCIAMS-237809)",219.5,2500 BCE-550 CE,M,545481,..,J-Z638,J-Z638,J2b2a1a1a1~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,R9673.SG,R9673,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",Serbia_ImperialRoman_Elite_Roman,44.733533,21.233453,"79-213 calCE (1900±20 BP, UCIAMS-237806)",146.0,2500 BCE-550 CE,M,775452,..,R-Y88926,R-Y88926,R1a1a1b1a2a1a3~,R1a other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,R9674.SG,R9674,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Serbia,"Viminacium-Pirivoj (Branicevo District, Požarevac Municipality, Kostolac)",Serbia_ImperialRoman_Elite_Roman,44.733533,21.233453,"63-204 calCE (1920±15 BP, UCIAMS-237810)",133.5,2500 BCE-550 CE,F,769578,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,DA194.SG,DA194,AADR v66 1240K public annotation,"Damgaard et al., Nature 2018",Hungary,"Sándorfalva-Eperjes (Csongrád-Csanád County, Szeged)",Hungary_IA_Scythian,46.344444,20.1625,"513-211 calBCE (2322±36 BP, UBA-33596)",-362.0,2500 BCE-550 CE,F,618439,I2a,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,DA195.SG,DA195,AADR v66 1240K public annotation,"Damgaard et al., Nature 2018",Hungary,"Sándorfalva-Eperjes (Csongrád-Csanád County, Szeged)",Hungary_IA_Scythian-oAegean,46.344444,20.1625,"772-423 calBCE (2479±35 BP, UBA-33597)",-597.5,2500 BCE-550 CE,F,681124,H+16311,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,DA198.SG,DA198,AADR v66 1240K public annotation,"Damgaard et al., Nature 2018",Hungary,"Sándorfalva-Eperjes (Csongrád-Csanád County, Szeged)",Hungary_IA_Scythian-oAegean,46.344444,20.1625,"737-392 calBCE (2388±36 BP, UBA-33598)",-564.5,2500 BCE-550 CE,M,569212,H7a1,G-BY21798,G-BY21798,G2a2b2b1a1a2,G2a or downstream,G2a,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,PV-125.SG,PV-125,AADR v66 1240K public annotation,"Maroti et al., Current Biology 2022",Hungary,"Pitvaros-Víztározó (Békés County, Mezőkovácsháza)",Hungary_MiddleAvar-oLowEastAsia,46.30439,20.85797,"415-652 calCE (1519±73 BP, Poz-32969)",533.5,2500 BCE-550 CE,U,878347,H17,E-CTS9320,E-CTS9320,E1b1b1a1b1a6a1~,E other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,SEI-1.SG,SEI-1,AADR v66 1240K public annotation,"Maroti et al., Current Biology 2022",Hungary,"Sándorfalva-Eperjes-Unknown-Site-3 (Csongrád-Csanád County, Kistelek)",Hungary_Hun,46.48594,20.13222,350-500 CE,425.0,2500 BCE-550 CE,U,819776,T1a1,R-Z645,R-Z645,R1a1a1,R1a other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,SEI-5.SG,SEI-5,AADR v66 1240K public annotation,"Maroti et al., Current Biology 2022",Hungary,"Sándorfalva-Eperjes-Unknown-Site-3 (Csongrád-Csanád County, Kistelek)",Hungary_Hun,46.48594,20.13222,350-500 CE,425.0,2500 BCE-550 CE,U,831293,T1a1,R-PRX20,R-PRX20,R1a1a1b1a2b3a,R1a other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,SEI-6.SG,SEI-6,AADR v66 1240K public annotation,"Maroti et al., Current Biology 2022",Hungary,"Sándorfalva-Eperjes-Unknown-Site-3 (Csongrád-Csanád County, Kistelek)",Hungary_Hun,46.48594,20.13222,350-500 CE,425.0,2500 BCE-550 CE,F,881248,H1u,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,GCP003.SG,GCP003,AADR v66 1240K public annotation,"Saupe et al., Current Biology 2021",Italy,"Grotta Regina Magherita (Lazio, Frosinone, Collepardo)",Italy_Lazio_BA,41.758506,13.365222,"1617-1462 calBCE (3277±29 BP, UBA-41602)",-1539.5,2500 BCE-550 CE,F,148179,H3am,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK10B.SG,MOK10B,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,765258,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK12.SG,MOK12,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,586520,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK13.SG,MOK13,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,828199,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK14.SG,MOK14,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,714152,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK15.SG,MOK15,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,883061,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK16A.SG,MOK16A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,874105,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK17A.SG,MOK17A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros-oAegean,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,604206,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK18A.SG,MOK18A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,346791,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK19A.SG,MOK19A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,725478,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK20.SG,MOK20,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,623147,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK21A.SG,MOK21A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,410275,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK22.SG,MOK22,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,706928,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK23.SG,MOK23,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,734299,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK24A.SG,MOK24A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,801239,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK25A.SG,MOK25A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,856681,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK26A.SG,MOK26A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,810669,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK27.SG,MOK27,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,610916,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK28A.SG,MOK28A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,793578,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK29A.SG,MOK29A,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,951838,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK30.SG,MOK30,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,729623,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK31.SG,MOK31,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros-oAegean,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,715883,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK32.SG,MOK32,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,U,733985,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK33.SG,MOK33,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,761443,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,MOK9B.SG,MOK9B,AADR v66 1240K public annotation,"Zegarac et al., Scientific Reports 2021",Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",Serbia_EBA_Maros,45.934722,20.404444,2100-1800 BCE,-1950.0,2500 BCE-550 CE,F,767098,..,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,RISE349.SG,RISE349,AADR v66 1240K public annotation,"Allentoft et al., Nature 2015",Hungary,"Battonya-Vörös-Oktober (Békés County, Mezőkovácsháza)",Hungary_EBA_Maros,46.356,20.985,"2034-1780 calBCE (3588±34 BP, OxA-30987)",-1907.0,2500 BCE-550 CE,F,36468,T2b3,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
